id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande,montant_brut,chiffre_affaires,taux_marge,marge_brute,profit_net,mois,indicateur_retour,nombre_commandes_par_client,valeur_vie_client
CMD100907,2025-12-24,C1882,Douala,Mode,Produit_Mode_7,35.95,1,0.2,8.68,Mobile Money,Google Ads,5.23,Livrée,35.95,28.760000000000005,0.45,12.942000000000002,-0.9679999999999982,2025-12,0,4,917.4399999999999
CMD100908,2025-07-10,C0079,Lomé,Maison,Produit_Maison_38,111.21,3,0.04,7.42,Virement,Influenceur,17.18,Livrée,333.63,320.28479999999996,0.3,96.08543999999999,71.48543999999998,2025-07,0,17,3639.7877
CMD100909,2025-09-02,C0153,Kinshasa,Électronique,Produit_Électronique_37,361.6,1,0.11,6.1,Paiement à la livraison,Instagram Ads,8.31,Retournée,361.6,321.824,0.15,48.2736,33.8636,2025-09,1,17,2312.0816999999997
CMD100910,2025-08-25,C1481,Abidjan,Beauté,Produit_Beauté_12,19.51,3,0.08,5.87,Paiement à la livraison,Google Ads,5.94,Livrée,58.53,53.8476,0.5,26.9238,15.113799999999998,2025-08,0,1,53.8476
CMD100911,2025-11-02,C1412,Douala,Beauté,Produit_Beauté_39,20.91,1,0.01,9.66,Carte,Google Ads,3.33,Livrée,20.91,20.7009,0.5,10.35045,-2.63955,2025-11,0,3,418.9671
CMD100912,2025-12-12,C0374,Abidjan,Électronique,Produit_Électronique_6,392.36,1,0.2,9.63,Paiement à la livraison,Instagram Ads,6.24,Livrée,392.36,313.88800000000003,0.15,47.083200000000005,31.2132,2025-12,0,11,1610.7912999999999
CMD100913,2025-07-15,C0684,Kinshasa,Mode,Produit_Mode_27,19.57,3,0.06,8.55,Paiement à la livraison,Instagram Ads,13.16,Livrée,58.71,55.1874,0.45,24.834329999999998,3.124329999999997,2025-07,0,4,239.0412
CMD100914,2025-07-31,C0464,Cotonou,Électronique,Produit_Électronique_41,239.19,3,0.02,9.51,Carte,Google Ads,7.67,Livrée,717.5699999999999,703.2185999999999,0.15,105.48278999999998,88.30278999999997,2025-07,0,2,1900.8845999999999
CMD100915,2025-12-09,C0156,Kinshasa,Mode,Produit_Mode_35,32.71,1,0.23,2.06,Virement,Influenceur,4.23,Livrée,32.71,25.186700000000002,0.45,11.334015,5.044015,2025-12,0,23,7029.902
CMD100916,2025-11-22,C0257,Kinshasa,Électronique,Produit_Électronique_4,310.12,3,0.0,7.23,Mobile Money,Influenceur,18.28,Livrée,930.36,930.36,0.15,139.554,114.04400000000001,2025-11,0,15,2674.8323
CMD100917,2025-12-20,C0804,Kinshasa,Beauté,Produit_Beauté_15,20.55,1,0.06,8.16,Carte,Influenceur,8.98,Livrée,20.55,19.317,0.5,9.6585,-7.4815000000000005,2025-12,0,1,19.317
CMD100918,2025-10-19,C0201,Douala,Maison,Produit_Maison_37,156.37,3,0.02,5.68,Paiement à la livraison,Google Ads,7.93,Livrée,469.11,459.7278,0.3,137.91834,124.30833999999999,2025-10,0,15,4702.6568
CMD100919,2025-07-13,C0134,Abidjan,Maison,Produit_Maison_50,60.81,2,0.1,2.97,Paiement à la livraison,Instagram Ads,13.21,Livrée,121.62,109.45800000000001,0.3,32.8374,16.657400000000003,2025-07,0,21,6184.9309
CMD100920,2025-12-26,C0069,Dakar,Beauté,Produit_Beauté_32,12.31,1,0.09,4.7,Mobile Money,Google Ads,3.96,Livrée,12.31,11.202100000000002,0.5,5.601050000000001,-3.0589499999999994,2025-12,0,18,5024.5404
CMD100921,2025-10-10,C0401,Douala,Électronique,Produit_Électronique_16,364.99,2,0.01,5.98,Mobile Money,Email,1.38,Livrée,729.98,722.6802,0.15,108.40203,101.04203,2025-10,0,2,1039.1336999999999
CMD100922,2025-07-19,C0220,Dakar,Électronique,Produit_Électronique_8,324.34,3,0.21,9.72,Carte,Instagram Ads,8.12,Livrée,973.02,768.6858,0.15,115.30286999999998,97.46286999999998,2025-07,0,14,3439.1452
CMD100923,2025-12-19,C0187,Abidjan,Mode,Produit_Mode_23,64.56,1,0.09,7.62,Virement,Instagram Ads,14.72,Livrée,64.56,58.7496,0.45,26.43732,4.097319999999998,2025-12,0,14,5381.9273
CMD100924,2025-11-30,C1576,Abidjan,Électronique,Produit_Électronique_40,158.45,1,0.06,7.35,Virement,Email,0.54,Livrée,158.45,148.94299999999998,0.15,22.34145,14.451449999999998,2025-11,0,1,148.94299999999998
CMD100925,2025-10-22,C0902,Kinshasa,Beauté,Produit_Beauté_13,26.06,1,0.0,8.57,Mobile Money,Google Ads,6.59,Livrée,26.06,26.06,0.5,13.03,-2.130000000000001,2025-10,0,3,342.88399999999996
CMD100926,2025-12-23,C0387,Cotonou,Mode,Produit_Mode_8,64.58,3,0.08,8.62,Carte,Instagram Ads,9.4,Livrée,193.74,178.2408,0.45,80.20836,62.188359999999996,2025-12,0,16,3613.0669000000003
CMD100927,2025-07-14,C0317,Kinshasa,Beauté,Produit_Beauté_1,32.26,3,0.17,8.27,Virement,Instagram Ads,14.25,Livrée,96.78,80.3274,0.5,40.1637,17.6437,2025-07,0,12,1568.8675
CMD100928,2025-09-26,C0227,Cotonou,Mode,Produit_Mode_2,53.37,3,0.17,5.47,Paiement à la livraison,Email,1.31,Livrée,160.10999999999999,132.89129999999997,0.45,59.801084999999986,53.021084999999985,2025-09,0,18,3352.3787
CMD100929,2025-09-23,C0275,Douala,Électronique,Produit_Électronique_36,370.1,1,0.05,4.76,Virement,Google Ads,3.63,Livrée,370.1,351.595,0.15,52.739250000000006,44.349250000000005,2025-09,0,14,3459.6516
CMD100930,2025-11-01,C0289,Douala,Mode,Produit_Mode_38,22.87,1,0.16,5.52,Paiement à la livraison,Email,1.31,Livrée,22.87,19.2108,0.45,8.64486,1.81486,2025-11,0,13,4448.1418
CMD100931,2025-12-17,C0130,Abidjan,Mode,Produit_Mode_13,40.9,2,0.14,3.36,Virement,Instagram Ads,11.4,Livrée,81.8,70.348,0.45,31.6566,16.8966,2025-12,0,21,3079.8836
CMD100932,2025-12-26,C0108,Dakar,Électronique,Produit_Électronique_5,368.75,3,0.1,3.69,Carte,Google Ads,6.58,Livrée,1106.25,995.625,0.15,149.34375,139.07375,2025-12,0,16,5010.4933
CMD100933,2025-10-08,C1357,Abidjan,Maison,Produit_Maison_7,134.82,1,0.06,7.45,Virement,Google Ads,5.53,Livrée,134.82,126.73079999999999,0.3,38.019239999999996,25.039239999999996,2025-10,0,2,135.7944
CMD100934,2025-07-05,C0332,Cotonou,Maison,Produit_Maison_33,69.13,1,0.22,6.36,Paiement à la livraison,Instagram Ads,12.25,Livrée,69.13,53.9214,0.3,16.17642,-2.433579999999999,2025-07,0,19,3746.0865
CMD100935,2025-12-29,C0161,Lomé,Maison,Produit_Maison_12,120.35,1,0.04,9.75,Carte,Email,1.38,Livrée,120.35,115.53599999999999,0.3,34.660799999999995,23.530799999999996,2025-12,0,18,4578.5788
CMD100936,2025-08-20,C0234,Abidjan,Électronique,Produit_Électronique_3,366.03,3,0.02,3.28,Carte,Email,0.98,Livrée,1098.09,1076.1281999999999,0.15,161.41922999999997,157.15922999999998,2025-08,0,21,5739.3765
CMD100937,2025-09-02,C0624,Brazzaville,Beauté,Produit_Beauté_48,24.62,2,0.03,6.7,Paiement à la livraison,Google Ads,7.68,Livrée,49.24,47.7628,0.5,23.8814,9.5014,2025-09,0,1,47.7628
CMD100938,2025-08-10,C0350,Kinshasa,Mode,Produit_Mode_16,43.73,3,0.23,2.43,Virement,Email,0.63,Livrée,131.19,101.0163,0.45,45.457335,42.397335,2025-08,0,17,5553.1116999999995
CMD100939,2025-11-06,C0031,Lomé,Mode,Produit_Mode_2,31.45,3,0.1,8.64,Paiement à la livraison,Email,1.88,Livrée,94.35,84.91499999999999,0.45,38.211749999999995,27.691749999999995,2025-11,0,17,3852.863
CMD100940,2025-11-20,C0461,Abidjan,Mode,Produit_Mode_43,13.65,1,0.22,7.34,Paiement à la livraison,Google Ads,3.82,Livrée,13.65,10.647,0.45,4.79115,-6.36885,2025-11,0,2,68.5026
CMD100941,2025-08-05,C0195,Dakar,Électronique,Produit_Électronique_27,247.72,3,0.22,2.36,Mobile Money,Instagram Ads,9.84,Livrée,743.16,579.6648,0.15,86.94972,74.74972,2025-08,0,19,4944.9617
CMD100942,2025-08-31,C0218,Libreville,Beauté,Produit_Beauté_29,23.38,2,0.23,5.34,Virement,Instagram Ads,5.04,Livrée,46.76,36.0052,0.5,18.0026,7.622600000000001,2025-08,0,16,4811.5136
CMD100943,2025-11-16,C0334,Libreville,Mode,Produit_Mode_9,42.62,1,0.29,5.38,Mobile Money,Instagram Ads,9.27,Livrée,42.62,30.260199999999998,0.45,13.61709,-1.032910000000001,2025-11,0,19,3656.1138
CMD100944,2025-09-18,C1840,Abidjan,Beauté,Produit_Beauté_28,36.15,3,0.1,4.83,Mobile Money,Instagram Ads,8.01,Livrée,108.44999999999999,97.60499999999999,0.5,48.802499999999995,35.9625,2025-09,0,1,97.60499999999999
CMD100945,2025-08-07,C1156,Kinshasa,Mode,Produit_Mode_5,34.34,3,0.3,9.75,Virement,Influenceur,15.83,Livrée,103.02000000000001,72.114,0.45,32.4513,6.871300000000003,2025-08,0,3,1536.8211999999999
CMD100946,2025-11-20,C0368,Lomé,Mode,Produit_Mode_10,88.13,1,0.08,5.02,Virement,Google Ads,3.36,Livrée,88.13,81.0796,0.45,36.485820000000004,28.105820000000005,2025-11,0,26,4569.6683
CMD100947,2025-07-08,C1802,Dakar,Électronique,Produit_Électronique_20,302.78,2,0.01,4.77,Paiement à la livraison,Email,1.07,Livrée,605.56,599.5043999999999,0.15,89.92565999999998,84.08565999999999,2025-07,0,2,640.7897999999999
CMD100948,2025-10-22,C1682,Lomé,Mode,Produit_Mode_10,20.38,3,0.21,8.84,Virement,Email,0.86,Livrée,61.14,48.3006,0.45,21.735270000000003,12.035270000000004,2025-10,0,1,48.3006
CMD100949,2025-08-18,C0094,Abidjan,Beauté,Produit_Beauté_39,26.81,3,0.02,9.09,Virement,Influenceur,18.29,Retournée,80.42999999999999,78.8214,0.5,39.4107,12.0307,2025-08,1,17,3990.9307000000003
CMD100950,2025-11-23,C1221,Dakar,Beauté,Produit_Beauté_23,19.89,2,0.15,6.87,Carte,Instagram Ads,9.23,Livrée,39.78,33.813,0.5,16.9065,0.8064999999999998,2025-11,0,4,1236.9787
CMD100951,2025-07-21,C0976,Dakar,Mode,Produit_Mode_46,40.97,3,0.12,8.28,Paiement à la livraison,Instagram Ads,10.91,Livrée,122.91,108.1608,0.45,48.67236,29.482359999999996,2025-07,0,4,460.66729999999995
CMD100952,2025-12-14,C0198,Abidjan,Électronique,Produit_Électronique_11,339.2,3,0.05,4.34,Mobile Money,Google Ads,6.73,Livrée,1017.5999999999999,966.7199999999999,0.15,145.00799999999998,133.938,2025-12,0,14,2585.2632
CMD100953,2025-08-19,C0209,Dakar,Mode,Produit_Mode_18,43.6,3,0.26,9.26,Carte,Instagram Ads,6.53,Livrée,130.8,96.792,0.45,43.556400000000004,27.766400000000004,2025-08,0,13,4203.8433
CMD100954,2025-10-14,C0343,Abidjan,Mode,Produit_Mode_5,6.75,3,0.28,4.04,Mobile Money,Google Ads,3.77,Livrée,20.25,14.58,0.45,6.561,-1.249,2025-10,0,15,3601.5803
CMD100955,2025-08-15,C0899,Libreville,Mode,Produit_Mode_45,40.78,3,0.23,5.67,Paiement à la livraison,Influenceur,17.03,Livrée,122.34,94.2018,0.45,42.39081,19.69081,2025-08,0,2,94.2018
CMD100956,2025-09-22,C1817,Abidjan,Électronique,Produit_Électronique_50,402.4,1,0.0,3.43,Paiement à la livraison,Email,1.28,Livrée,402.4,402.4,0.15,60.35999999999999,55.64999999999999,2025-09,0,6,1200.1925999999999
CMD100957,2025-07-11,C1688,Kinshasa,Électronique,Produit_Électronique_26,352.02,2,0.09,4.36,Virement,Email,0.7,Livrée,704.04,640.6764,0.15,96.10145999999999,91.04145999999999,2025-07,0,4,888.808
CMD100958,2025-12-04,C1171,Douala,Électronique,Produit_Électronique_34,245.67,3,0.15,8.52,Carte,Instagram Ads,5.82,Livrée,737.01,626.4585,0.15,93.968775,79.62877499999999,2025-12,0,2,2027.5077
CMD100959,2025-07-28,C0021,Kinshasa,Mode,Produit_Mode_34,28.78,3,0.11,6.72,Mobile Money,Instagram Ads,6.38,Livrée,86.34,76.8426,0.45,34.579170000000005,21.479170000000007,2025-07,0,9,1412.2114
CMD100961,2025-12-09,C0388,Abidjan,Mode,Produit_Mode_20,57.03,3,0.13,6.79,Paiement à la livraison,Instagram Ads,10.58,Livrée,171.09,148.8483,0.45,66.981735,49.611735,2025-12,0,15,3222.1389
CMD100962,2025-09-12,C0216,Kinshasa,Maison,Produit_Maison_45,124.64,3,0.01,9.62,Carte,Email,0.55,Livrée,373.92,370.18080000000003,0.3,111.05424000000001,100.88424,2025-09,0,14,4275.9728000000005
CMD100963,2025-11-10,C0949,Douala,Électronique,Produit_Électronique_12,384.09,1,0.1,7.9,Carte,Instagram Ads,10.63,Livrée,384.09,345.681,0.15,51.852149999999995,33.32214999999999,2025-11,0,4,850.9603999999999
CMD100964,2025-11-27,C1425,Libreville,Maison,Produit_Maison_27,142.05,3,0.02,7.2,Paiement à la livraison,Email,1.32,Livrée,426.15000000000003,417.627,0.3,125.2881,116.7681,2025-11,0,3,559.4117
CMD100965,2025-09-21,C0091,Abidjan,Électronique,Produit_Électronique_30,386.78,2,0.03,3.85,Mobile Money,Influenceur,5.46,Livrée,773.56,750.3531999999999,0.15,112.55297999999998,103.24297999999999,2025-09,0,14,3195.5890999999997
CMD100966,2025-07-24,C0354,Kinshasa,Électronique,Produit_Électronique_46,374.18,2,0.06,9.21,Mobile Money,Email,0.95,Livrée,748.36,703.4584,0.15,105.51876,95.35876,2025-07,0,16,5637.0548
CMD100967,2025-08-01,C0361,Libreville,Maison,Produit_Maison_6,165.74,2,0.04,4.57,Virement,Google Ads,5.77,Livrée,331.48,318.2208,0.3,95.46624,85.12624000000001,2025-08,0,11,3186.2242
CMD100968,2025-11-12,C1488,Cotonou,Électronique,Produit_Électronique_25,354.83,2,0.06,3.47,Mobile Money,Email,1.24,Livrée,709.66,667.0803999999999,0.15,100.06205999999999,95.35206,2025-11,0,2,686.4522999999999
CMD100969,2025-11-18,C0393,Kinshasa,Beauté,Produit_Beauté_37,27.53,1,0.29,9.7,Virement,Instagram Ads,8.36,Livrée,27.53,19.5463,0.5,9.77315,-8.28685,2025-11,0,20,5779.0664
CMD100970,2025-12-16,C0332,Abidjan,Électronique,Produit_Électronique_50,489.22,3,0.14,3.08,Mobile Money,Instagram Ads,8.9,Livrée,1467.66,1262.1876,0.15,189.32814,177.34813999999997,2025-12,0,19,3746.0865
CMD100971,2025-12-30,C0157,Abidjan,Électronique,Produit_Électronique_19,437.94,3,0.19,2.44,Paiement à la livraison,Instagram Ads,5.24,Livrée,1313.82,1064.1942,0.15,159.62912999999998,151.94912999999997,2025-12,0,26,11553.7392
CMD100972,2025-12-08,C0067,Douala,Mode,Produit_Mode_1,19.35,1,0.26,3.34,Virement,Google Ads,6.59,Retournée,19.35,14.319,0.45,6.44355,-3.4864499999999996,2025-12,1,20,8476.4071
CMD100973,2025-10-26,C0255,Douala,Mode,Produit_Mode_16,65.54,1,0.1,7.44,Paiement à la livraison,Influenceur,19.88,Retournée,65.54,58.986000000000004,0.45,26.5437,-0.7762999999999991,2025-10,1,13,2639.9386
CMD100974,2025-08-25,C0243,Lomé,Maison,Produit_Maison_6,129.35,1,0.02,7.72,Paiement à la livraison,Google Ads,6.65,Livrée,129.35,126.76299999999999,0.3,38.02889999999999,23.658899999999996,2025-08,0,14,3102.8822000000005
CMD100975,2025-12-01,C0501,Douala,Maison,Produit_Maison_4,166.6,1,0.07,4.05,Mobile Money,Email,0.6,Livrée,166.6,154.938,0.3,46.481399999999994,41.831399999999995,2025-12,0,3,297.6218
CMD100976,2025-08-17,C0334,Kinshasa,Beauté,Produit_Beauté_3,30.8,3,0.06,3.14,Mobile Money,Google Ads,3.07,Livrée,92.4,86.856,0.5,43.428,37.217999999999996,2025-08,0,19,3656.1138
CMD100977,2025-12-18,C0308,Kinshasa,Maison,Produit_Maison_4,87.66,2,0.01,9.64,Carte,Email,0.86,Livrée,175.32,173.5668,0.3,52.07004,41.57004,2025-12,0,20,2974.7232000000004
CMD100978,2025-07-28,C0091,Cotonou,Électronique,Produit_Électronique_40,611.4,1,0.06,8.66,Virement,Instagram Ads,5.5,Livrée,611.4,574.7159999999999,0.15,86.20739999999998,72.04739999999998,2025-07,0,14,3195.5890999999997
CMD100979,2025-12-17,C1218,Dakar,Mode,Produit_Mode_30,37.43,2,0.12,4.28,Mobile Money,Email,1.64,Livrée,74.86,65.8768,0.45,29.644560000000002,23.72456,2025-12,0,2,641.4656
CMD100980,2025-11-26,C0018,Kinshasa,Électronique,Produit_Électronique_21,493.44,1,0.3,6.2,Virement,Instagram Ads,7.68,Retournée,493.44,345.40799999999996,0.15,51.81119999999999,37.93119999999999,2025-11,1,12,2887.8627
CMD100981,2025-10-03,C1679,Douala,Maison,Produit_Maison_36,75.11,1,0.01,3.16,Paiement à la livraison,Google Ads,5.41,Annulée,75.11,0.0,0.3,0.0,-5.41,2025-10,0,2,53.395199999999996
CMD100982,2025-07-17,C0068,Abidjan,Mode,Produit_Mode_22,32.62,1,0.05,7.78,Virement,Google Ads,5.58,Livrée,32.62,30.988999999999997,0.45,13.945049999999998,0.5850499999999981,2025-07,0,11,2592.0381999999995
CMD100983,2025-11-12,C0107,Dakar,Mode,Produit_Mode_7,41.8,1,0.06,9.48,Carte,Google Ads,3.23,Livrée,41.8,39.291999999999994,0.45,17.681399999999996,4.971399999999996,2025-11,0,15,1995.9987999999998
CMD100984,2025-11-24,C1288,Dakar,Maison,Produit_Maison_31,50.0,1,0.04,5.47,Carte,Email,1.4,Livrée,50.0,48.0,0.3,14.399999999999999,7.529999999999999,2025-11,0,2,1188.9564
CMD100985,2025-12-24,C1614,Kinshasa,Électronique,Produit_Électronique_28,294.71,2,0.08,5.85,Virement,Google Ads,5.47,Livrée,589.42,542.2664,0.15,81.33995999999999,70.01996,2025-12,0,1,542.2664
CMD100986,2025-12-03,C0531,Kinshasa,Mode,Produit_Mode_9,56.99,1,0.23,3.05,Virement,Instagram Ads,8.44,Livrée,56.99,43.8823,0.45,19.747035,8.257035,2025-12,0,5,199.5864
CMD100987,2025-12-05,C0266,Abidjan,Électronique,Produit_Électronique_32,573.56,2,0.05,9.58,Paiement à la livraison,Instagram Ads,11.99,Livrée,1147.12,1089.764,0.15,163.4646,141.89459999999997,2025-12,0,19,10673.226999999999
CMD100988,2025-08-16,C0476,Dakar,Mode,Produit_Mode_1,45.53,1,0.14,3.25,Mobile Money,Instagram Ads,7.56,Livrée,45.53,39.1558,0.45,17.62011,6.810110000000001,2025-08,0,5,1739.3031999999998
CMD100989,2025-07-31,C0320,Dakar,Beauté,Produit_Beauté_40,10.09,2,0.01,2.21,Mobile Money,Email,0.69,Livrée,20.18,19.9782,0.5,9.9891,7.0891,2025-07,0,25,6671.5523
CMD100990,2025-10-15,C0170,Cotonou,Maison,Produit_Maison_1,57.85,1,0.29,5.19,Mobile Money,Instagram Ads,10.49,Livrée,57.85,41.073499999999996,0.3,12.322049999999999,-3.3579500000000015,2025-10,0,16,5795.356
CMD100991,2025-12-11,C0144,Kinshasa,Maison,Produit_Maison_20,125.56,1,0.05,7.4,Carte,Google Ads,3.66,Livrée,125.56,119.282,0.3,35.7846,24.7246,2025-12,0,18,3125.7063
CMD100992,2025-09-15,C0165,Dakar,Maison,Produit_Maison_44,166.35,3,0.03,6.85,Carte,Google Ads,3.67,Livrée,499.04999999999995,484.07849999999996,0.3,145.22355,134.70355,2025-09,0,11,4015.5127999999995
CMD100993,2025-09-24,C0370,Abidjan,Maison,Produit_Maison_12,119.12,1,0.04,8.77,Carte,Google Ads,4.03,Livrée,119.12,114.3552,0.3,34.30656,21.506559999999997,2025-09,0,17,3317.6285
CMD100994,2025-08-19,C0173,Dakar,Mode,Produit_Mode_31,52.93,3,0.19,5.1,Paiement à la livraison,Email,1.9,Livrée,158.79,128.6199,0.45,57.878955000000005,50.878955000000005,2025-08,0,19,4582.683
CMD100995,2025-07-10,C0986,Douala,Mode,Produit_Mode_30,53.19,3,0.12,8.68,Virement,Instagram Ads,13.19,Livrée,159.57,140.42159999999998,0.45,63.189719999999994,41.31972,2025-07,0,3,621.3005999999999
CMD100996,2025-10-14,C0114,Dakar,Mode,Produit_Mode_37,33.88,1,0.22,3.28,Virement,Google Ads,5.47,Livrée,33.88,26.426400000000005,0.45,11.891880000000002,3.141880000000003,2025-10,0,21,8915.4355
CMD100997,2025-12-21,C0274,Libreville,Beauté,Produit_Beauté_23,22.51,1,0.05,2.61,Virement,Instagram Ads,11.51,Retournée,22.51,21.3845,0.5,10.69225,-3.4277499999999996,2025-12,1,16,3518.1086
CMD100998,2025-07-17,C0574,Douala,Électronique,Produit_Électronique_41,220.33,2,0.03,5.36,Paiement à la livraison,Email,1.63,Livrée,440.66,427.4402,0.15,64.11603,57.12602999999999,2025-07,0,4,2073.5312
CMD101000,2025-07-30,C1539,Douala,Maison,Produit_Maison_18,124.49,3,0.22,3.37,Carte,Instagram Ads,5.58,Livrée,373.46999999999997,291.3066,0.3,87.39198,78.44198,2025-07,0,4,3058.9675
CMD101001,2025-10-14,C0121,Kinshasa,Beauté,Produit_Beauté_14,24.66,1,0.09,4.52,Virement,Influenceur,17.65,Livrée,24.66,22.4406,0.5,11.2203,-10.949699999999998,2025-10,0,16,4246.1565
CMD101002,2025-11-12,C0057,Douala,Beauté,Produit_Beauté_6,31.35,2,0.01,3.27,Mobile Money,Influenceur,10.58,Livrée,62.7,62.073,0.5,31.0365,17.186500000000002,2025-11,0,16,3420.0787
CMD101003,2025-10-22,C0247,Kinshasa,Maison,Produit_Maison_13,108.15,2,0.07,9.03,Mobile Money,Influenceur,13.48,Livrée,216.3,201.159,0.3,60.347699999999996,37.8377,2025-10,0,10,2567.9197999999997
CMD101004,2025-09-26,C1500,Abidjan,Mode,Produit_Mode_50,57.19,3,0.09,6.14,Virement,Google Ads,6.78,Livrée,171.57,156.1287,0.45,70.25791500000001,57.33791500000001,2025-09,0,3,430.88370000000003
CMD101005,2025-09-22,C0050,Douala,Maison,Produit_Maison_14,170.95,1,0.2,9.02,Mobile Money,Instagram Ads,8.15,Livrée,170.95,136.76,0.3,41.028,23.857999999999997,2025-09,0,19,2867.7985999999996
CMD101006,2025-07-10,C0365,Abidjan,Beauté,Produit_Beauté_1,41.3,2,0.17,2.25,Carte,Instagram Ads,13.61,Livrée,82.6,68.55799999999999,0.5,34.278999999999996,18.418999999999997,2025-07,0,14,2139.1491
CMD101007,2025-09-18,C1407,Kinshasa,Maison,Produit_Maison_22,125.88,1,0.1,2.12,Carte,Email,0.72,Livrée,125.88,113.292,0.3,33.9876,31.1476,2025-09,0,3,306.1497
CMD101008,2025-10-28,C0211,Kinshasa,Électronique,Produit_Électronique_2,591.04,2,0.12,9.1,Virement,Instagram Ads,11.3,Livrée,1182.08,1040.2304,0.15,156.03455999999997,135.63455999999996,2025-10,0,13,5051.7473
CMD101009,2025-11-25,C1308,Kinshasa,Mode,Produit_Mode_13,31.18,1,0.1,2.18,Virement,Instagram Ads,5.4,Livrée,31.18,28.062,0.45,12.6279,5.0479,2025-11,0,5,271.5129
CMD101010,2025-08-19,C0272,Dakar,Électronique,Produit_Électronique_43,530.69,3,0.14,2.39,Paiement à la livraison,Instagram Ads,6.08,Livrée,1592.0700000000002,1369.1802,0.15,205.37703,196.90703,2025-08,0,17,6359.6013
CMD101011,2025-07-31,C0080,Kinshasa,Beauté,Produit_Beauté_40,11.53,1,0.18,2.36,Carte,Instagram Ads,10.32,Livrée,11.53,9.454600000000001,0.5,4.7273000000000005,-7.9527,2025-07,0,17,3881.7312
CMD101012,2025-11-21,C0105,Douala,Mode,Produit_Mode_10,50.0,2,0.07,5.52,Virement,Instagram Ads,6.56,Livrée,100.0,93.0,0.45,41.85,29.77,2025-11,0,20,2666.6832
CMD101013,2025-12-28,C1175,Lomé,Mode,Produit_Mode_20,30.45,3,0.21,5.76,Carte,Email,1.69,Livrée,91.35,72.1665,0.45,32.474925,25.024925,2025-12,0,3,432.6865
CMD101014,2025-12-04,C1107,Dakar,Mode,Produit_Mode_2,48.2,3,0.07,5.28,Mobile Money,Influenceur,9.1,Livrée,144.60000000000002,134.478,0.45,60.515100000000004,46.1351,2025-12,0,1,134.478
CMD101015,2025-10-29,C0103,Kinshasa,Mode,Produit_Mode_6,51.56,2,0.21,9.01,Carte,Google Ads,5.17,Livrée,103.12,81.46480000000001,0.45,36.65916000000001,22.479160000000007,2025-10,0,16,4279.2600999999995
CMD101016,2025-10-18,C0360,Douala,Maison,Produit_Maison_40,105.0,1,0.14,5.19,Paiement à la livraison,Instagram Ads,11.34,Livrée,105.0,90.3,0.3,27.09,10.559999999999999,2025-10,0,15,4369.1225
CMD101017,2025-09-30,C0101,Cotonou,Mode,Produit_Mode_49,63.53,2,0.1,4.05,Carte,Influenceur,11.15,Livrée,127.06,114.354,0.45,51.4593,36.2593,2025-09,0,18,3839.1215
CMD101018,2025-10-28,C0047,Kinshasa,Beauté,Produit_Beauté_7,22.08,1,0.07,8.26,Paiement à la livraison,Instagram Ads,11.2,Livrée,22.08,20.534399999999998,0.5,10.267199999999999,-9.1928,2025-10,0,16,4201.7631
CMD101019,2025-10-25,C0329,Kinshasa,Beauté,Produit_Beauté_31,27.21,3,0.15,7.3,Paiement à la livraison,Instagram Ads,13.32,Livrée,81.63,69.3855,0.5,34.69275,14.072749999999996,2025-10,0,18,1369.7965
CMD101020,2025-08-29,C0294,Abidjan,Beauté,Produit_Beauté_24,32.5,2,0.18,8.75,Virement,Instagram Ads,5.62,Livrée,65.0,53.300000000000004,0.5,26.650000000000002,12.280000000000001,2025-08,0,13,2465.1682
CMD101021,2025-10-09,C0340,Libreville,Beauté,Produit_Beauté_30,21.07,2,0.06,4.6,Virement,Email,0.92,Livrée,42.14,39.611599999999996,0.5,19.805799999999998,14.285799999999998,2025-10,0,20,4694.0243
CMD101022,2025-11-02,C0243,Dakar,Électronique,Produit_Électronique_30,164.11,3,0.22,3.65,Paiement à la livraison,Instagram Ads,7.83,Retournée,492.33000000000004,384.01740000000007,0.15,57.602610000000006,46.12261000000001,2025-11,1,14,3102.8822000000005
CMD101023,2025-08-13,C0178,Kinshasa,Mode,Produit_Mode_33,57.35,2,0.23,8.56,Mobile Money,Email,0.95,Livrée,114.7,88.319,0.45,39.74355,30.233549999999997,2025-08,0,19,7017.5565
CMD101024,2025-07-27,C0365,Brazzaville,Beauté,Produit_Beauté_36,24.82,1,0.28,8.68,Virement,Instagram Ads,14.98,Livrée,24.82,17.8704,0.5,8.9352,-14.7248,2025-07,0,14,2139.1491
CMD101025,2025-12-14,C0154,Kinshasa,Mode,Produit_Mode_38,37.29,1,0.28,7.57,Paiement à la livraison,Email,1.14,Livrée,37.29,26.848799999999997,0.45,12.081959999999999,3.3719599999999987,2025-12,0,12,2379.8552
CMD101026,2025-10-14,C0124,Abidjan,Électronique,Produit_Électronique_25,248.18,3,0.01,9.01,Paiement à la livraison,Google Ads,5.55,Livrée,744.54,737.0946,0.15,110.56419,96.00419,2025-10,0,16,4162.8773
CMD101027,2025-07-17,C0355,Abidjan,Mode,Produit_Mode_37,50.0,3,0.2,9.7,Paiement à la livraison,Email,1.5,Livrée,150.0,120.0,0.45,54.0,42.8,2025-07,0,16,3046.384
